-5.0e-1 0.0e0 -5.8269368e-1 -5.8269368e-1
-3.2666794e-1 0.0e0 2.2094897e0 2.2094897e0
-1.5333588e-1 0.0e0 3.9612459e0 3.9612459e0
1.999619e-2 0.0e0 4.1504044e0 4.1504044e0
1.9332825e-1 0.0e0 2.915166e0 2.915166e0
3.6666031e-1 0.0e0 9.11483e-1 9.11483e-1
5.399924e-1 0.0e0 -1.03296448e0 -1.03296448e0
7.133244e-1 0.0e0 -2.2728645e0 -2.2728645e0
8.866565e-1 0.0e0 -2.567575e0 -2.567575e0
1.0599886e0 0.0e0 -2.102477e0 -2.102477e0
1.2333206e0 0.0e0 -1.32352594e0 -1.32352594e0
1.4066527e0 0.0e0 -6.9557477e-1 -6.9557477e-1
1.5799847e0 0.0e0 -4.9822778e-1 -4.9822778e-1
1.7533168e0 0.0e0 -7.3699448e-1 -7.3699448e-1
1.9266489e0 0.0e0 -1.19483336e0 -1.19483336e0
2.099981e0 0.0e0 -1.56927014e0 -1.56927014e0
2.273313e0 0.0e0 -1.63051514e0 -1.63051514e0
2.446645e0 0.0e0 -1.31869257e0 -1.31869257e0
2.6199771e0 0.0e0 -7.532086e-1 -7.532086e-1
2.7933092e0 0.0e0 -1.5955832e-1 -1.5955832e-1
2.9666412e0 0.0e0 2.4020038e-1 2.4020038e-1
3.1399733e0 0.0e0 3.211923e-1 3.211923e-1
3.3133054e0 0.0e0 9.578679e-2 9.578679e-2
3.4866374e0 0.0e0 -3.1020215e-1 -3.1020215e-1
3.6599695e0 0.0e0 -7.247212e-1 -7.247212e-1
3.8333015e0 0.0e0 -1.0052648e0 -1.0052648e0
4.0066336e0 0.0e0 -1.09065466e0 -1.09065466e0
4.1799657e0 0.0e0 -1.00934612e0 -1.00934612e0
4.3532977e0 0.0e0 -8.4989548e-1 -8.4989548e-1
4.5266298e0 0.0e0 -7.1112943e-1 -7.1112943e-1
4.6999619e0 0.0e0 -6.5768646e-1 -6.5768646e-1

-5.0e-1 6.6666e-2 -5.7380498e-1 -5.7380498e-1
-3.2666794e-1 6.6666e-2 2.2183784e0 2.2183784e0
-1.5333588e-1 6.6666e-2 3.9701346e0 3.9701346e0
1.999619e-2 6.6666e-2 4.159293e0 4.159293e0
1.9332825e-1 6.6666e-2 2.9240547e0 2.9240547e0
3.6666031e-1 6.6666e-2 9.203717e-1 9.203717e-1
5.399924e-1 6.6666e-2 -1.0240758e0 -1.0240758e0
7.133244e-1 6.6666e-2 -2.2639758e0 -2.2639758e0
8.866565e-1 6.6666e-2 -2.5586864e0 -2.5586864e0
1.0599886e0 6.6666e-2 -2.0935883e0 -2.0935883e0
1.2333206e0 6.6666e-2 -1.3146373e0 -1.3146373e0
1.4066527e0 6.6666e-2 -6.8668607e-1 -6.8668607e-1
1.5799847e0 6.6666e-2 -4.8933908e-1 -4.8933908e-1
1.7533168e0 6.6666e-2 -7.2810577e-1 -7.2810577e-1
1.9266489e0 6.6666e-2 -1.1859447e0 -1.1859447e0
2.099981e0 6.6666e-2 -1.5603815e0 -1.5603815e0
2.273313e0 6.6666e-2 -1.6216264e0 -1.6216264e0
2.446645e0 6.6666e-2 -1.309804e0 -1.309804e0
2.6199771e0 6.6666e-2 -7.443199e-1 -7.443199e-1
2.7933092e0 6.6666e-2 -1.5066962e-1 -1.5066962e-1
2.9666412e0 6.6666e-2 2.4908908e-1 2.4908908e-1
3.1399733e0 6.6666e-2 3.3008101e-1 3.3008101e-1
3.3133054e0 6.6666e-2 1.04675505e-1 1.04675505e-1
3.4866374e0 6.6666e-2 -3.0131345e-1 -3.0131345e-1
3.6599695e0 6.6666e-2 -7.158325e-1 -7.158325e-1
3.8333015e0 6.6666e-2 -9.96376e-1 -9.96376e-1
4.0066336e0 6.6666e-2 -1.0817659e0 -1.0817659e0
4.1799657e0 6.6666e-2 -1.0004575e0 -1.0004575e0
4.3532977e0 6.6666e-2 -8.4100677e-1 -8.4100677e-1
4.5266298e0 6.6666e-2 -7.0224072e-1 -7.0224072e-1
4.6999619e0 6.6666e-2 -6.4879776e-1 -6.4879776e-1

-5.0e-1 1.33332e-1 -5.4713881e-1 -5.4713881e-1
-3.2666794e-1 1.33332e-1 2.2450446e0 2.2450446e0
-1.5333588e-1 1.33332e-1 3.9968007e0 3.9968007e0
1.999619e-2 1.33332e-1 4.1859592e0 4.1859592e0
1.9332825e-1 1.33332e-1 2.9507208e0 2.9507208e0
3.6666031e-1 1.33332e-1 9.4703787e-1 9.4703787e-1
5.399924e-1 1.33332e-1 -9.974097e-1 -9.974097e-1
7.133244e-1 1.33332e-1 -2.2373097e0 -2.2373097e0
8.866565e-1 1.33332e-1 -2.5320203e0 -2.5320203e0
1.0599886e0 1.33332e-1 -2.0669221e0 -2.0669221e0
1.2333206e0 1.33332e-1 -1.2879712e0 -1.2879712e0
1.4066527e0 1.33332e-1 -6.600199e-1 -6.600199e-1
1.5799847e0 1.33332e-1 -4.6267291e-1 -4.6267291e-1
1.7533168e0 1.33332e-1 -7.014396e-1 -7.014396e-1
1.9266489e0 1.33332e-1 -1.1592786e0 -1.1592786e0
2.099981e0 1.33332e-1 -1.5337154e0 -1.5337154e0
2.273313e0 1.33332e-1 -1.5949603e0 -1.5949603e0
2.446645e0 1.33332e-1 -1.2831378e0 -1.2831378e0
2.6199771e0 1.33332e-1 -7.1765373e-1 -7.1765373e-1
2.7933092e0 1.33332e-1 -1.2400345e-1 -1.2400345e-1
2.9666412e0 1.33332e-1 2.7575525e-1 2.7575525e-1
3.1399733e0 1.33332e-1 3.5674718e-1 3.5674718e-1
3.3133054e0 1.33332e-1 1.31341667e-1 1.31341667e-1
